,CrippenLogP,nHBAcc,nHBDon,naAromAtom,C1SP3,C1SP2,VE1_DzZ,maxdssC,hmin,hmax,ZMIC1,ZMIC2,ZMIC3,ZMIC4,ZMIC5,ATSC0c,ATSC1c,ATSC2c,ATSC3c,ATSC4c,ATSC5c,ATSC0m,ATSC1m,ATSC2m,ATSC3m,ATSC4m,ATSC5m,ETA_dAlpha_A,ETA_Shape_Y,ETA_BetaP_s,ETA_Beta_ns_d
DTXSID5034270,1.06731,6,2,6,4,4,0.1539820269384042,0.2255555555555557,0.1299433106575963,0.7341971371882088,29.93521920970593,25.254119099057156,24.22439724559048,24.22439724559048,25.265301039848516,0.6969676748741477,-0.4458732796276088,0.0762859496377547,0.0922983352795606,-0.211302286185628,0.4301438533495009,1344.9630708108114,9.760123410520508,752.0001433104469,-135.5279760569737,-142.23646885829086,419.1165879685895,0.0,0.38044,0.6375,0.0
DTXSID6032647,3.4646700000000004,2,0,9,0,0,0.082829974025225,0.0,0.0221570819685898,0.5326790700848241,33.54805218682857,30.3754247590989,29.614460711655223,29.614460711655223,28.2213038547228,0.2155831482078685,-0.1454216230524922,0.0764657877761783,-0.0328394073611355,0.01740691808151,-0.0900304076744472,1940.0747569499997,5.847161452499858,173.8823075299999,116.2599822825,-288.040971075,-559.2902691500001,0.05714,0.19231,0.58929,0.5
DTXSID7024902,0.7967000000000002,2,0,0,0,0,0.2251221176403102,1.896388888888889,-0.0153729423868312,0.4662037037037037,23.285134896771467,21.510139557224665,20.88206743990868,20.88206743990868,22.538435081393423,0.1916979432232993,-0.0716748776422306,-0.0106830635874424,0.0198949096053855,-0.072305672709872,0.015503652814378,1793.706418736842,97.28926421052586,658.5404919972295,-114.04514792243808,-1573.871636584485,-284.35793900277,0.05185,0.26175,0.66667,0.0
DTXSID4024018,2.66859,2,1,6,0,1,0.1414474181088516,0.0,0.1301774691358024,0.6962191358024692,32.72981236244568,31.310068669744467,27.28746154042437,25.631093898939618,27.050837591640832,0.5760537747436585,-0.2451910870404167,-0.0088051227122268,-0.26792487072818,0.3201391065119966,0.0196743969536024,1870.1716661052635,-40.86755473684213,242.38576589196677,-310.2206138088644,-201.8071714404433,-459.0355166398891,0.0,0.38889,0.61538,1.5
DTXSID5034303,5.125280000000004,4,1,6,3,3,0.5198320932177263,0.0,-0.0430378483983897,0.93378621819098,44.3544098867952,34.55684477818993,27.843355820339355,29.814117046898904,29.586110213119564,0.8641834632944756,-0.4295822709001661,-0.1646005962026521,0.1656851425838297,0.1159763882197522,-0.0494200031828714,3154.780886238146,7.248243493529117,681.9463364696139,1947.989073944564,1051.9119143985183,264.0965130942305,0.0,0.31777,0.61957,2.5
DTXSID9032329,3.957090000000003,5,1,6,6,0,0.0242221696472959,0.0,-0.3911783352446685,1.2181677327995668,47.888286732394434,42.11001045909639,40.01227250684619,39.75793861535215,39.75793861535215,0.516513847973173,-0.3573218499172763,0.2744889124333151,-0.1291362933661421,-0.0176044210222075,0.0336217785822271,3945.17418995118,1619.2389278017924,1577.0747971286148,-449.5931456559282,-2100.4232378952106,-5164.492673819723,0.03188,0.12262,0.59783,0.0
DTXSID8024151,4.124080000000002,3,0,11,2,3,0.1441165498043751,0.0,-0.1801636117409928,0.7595070301783264,35.21700510974603,28.82263305446976,25.20108450089861,25.38559323540518,25.20108450089862,0.4190364882531643,-0.1438965144252886,-0.1038699254335235,0.0426938018838537,-0.023138497341648,-0.0129840502453485,2519.464718060606,39.017109392103904,-61.97753467860354,-440.6737818539942,730.4500333810839,-120.76699301101982,0.00326,0.251,0.64474,1.0
DTXSID2032390,3.2611000000000008,3,1,18,0,2,0.071917055092063,0.0,0.1543502771478958,0.7881875857338821,55.3865851815056,44.66494109830182,38.20354009538792,38.39808462102004,36.24218542381245,0.4149131071543275,-0.198307008359335,-0.0190855001156836,-0.0448207493248244,0.1856325280670469,-0.2147462394298327,2400.248205882353,-15.460567522490749,-88.39099986159084,-352.66322838408234,-625.0800752352936,-280.78837281314884,0.00281,0.226,0.625,1.0
DTXSID9020112,2.58748,5,2,6,4,0,0.1040734934942121,0.0,0.1984567901234566,0.5249151234567901,33.37548999557339,26.97546418258237,25.93121866637474,28.172407961809743,29.216653478017378,0.4507839900189115,-0.441894851821501,0.49509546547927,-0.5632674056219259,0.4551503077582609,-0.2165367526449673,1744.5913509642849,16.266900999999493,652.1402638469384,371.0517070357144,1059.7910459247446,-1014.0553228750008,0.0,0.29787,0.69643,1.5
DTXSID2032637,1.6897799999999998,6,0,6,2,3,0.0283449416237583,0.0,0.2260416666666667,0.7554124149659864,25.73377770402172,21.216709732078023,22.032972695682016,21.01264399117703,20.808578250276028,0.3827316964217834,-0.1585907597457296,-0.1386524761077934,0.1177755182527058,0.0411296641190682,0.0089013886211056,942.997944296296,71.18146972976652,71.88077334705056,-112.58176135528112,-60.636199141289154,-171.1563221989026,0.0,0.25909,0.65625,0.0
DTXSID3032547,2.33989,2,0,5,3,1,0.220293113416094,0.0,0.0811111111111111,0.5538818027210886,41.468729056768375,40.9236693962207,40.92366939622071,40.92366939622071,40.9236693962207,0.4208685804543414,-0.2469086548127638,-0.036199781747082,0.1419404126285542,-0.1794073906457748,0.1247921242279895,2568.8791637647064,-31.424819470588304,2001.7376674463671,963.9260240380625,542.3331590726647,-500.3384705432525,0.05079,0.1513,0.66667,0.5
DTXSID6034392,5.9245800000000015,3,1,18,0,3,0.1124024799823955,0.0,0.154546968155524,0.5909286196946453,58.01432929589191,38.46064171465939,30.89828425793857,28.58932014337323,28.2963924416221,0.3720422968540918,-0.2121861989125822,0.0860324570577165,-0.1681057399665735,0.212432913407056,-0.1162120300171518,2405.253620742857,0.9668712718374124,-7.9611277453052125,-95.21780133469348,-575.3139234922444,-294.2221001142866,0.00269,0.30272,0.61957,1.5
DTXSID5020607,6.401390000000008,4,0,6,6,2,1.1102230246251563e-15,0.0,-0.1509249251429991,0.6633815192743764,59.44843841288693,46.89408790013677,41.29425260041821,39.96845062928298,37.7543458152041,0.587422242641161,-0.29819492397115,0.0323680441240594,0.0462917078460858,-0.3227302218886648,0.3559781881882332,2213.605611272728,48.600668363639215,14.712307950415266,883.7332041818178,431.76225581818255,620.6620398842979,0.0,0.225,0.55357,0.0
